,edge,gene1,gene2,q_value,scg
0,0-1,0,1,0.0,False
1,0-2,0,2,0.0,False
2,0-3,0,3,0.0,False
3,0-4,0,4,0.0,False
4,0-5,0,5,0.0,False
5,0-6,0,6,0.0,False
6,0-7,0,7,0.0,False
7,0-8,0,8,0.0,False
8,0-9,0,9,0.0,False
9,0-10,0,10,0.0,False
10,0-11,0,11,0.0,False
11,0-12,0,12,0.0,False
12,0-13,0,13,0.0,False
13,0-14,0,14,0.0,False
14,0-15,0,15,0.0,False
15,0-16,0,16,0.0,False
16,0-17,0,17,0.0,False
17,0-18,0,18,0.0,False
18,0-19,0,19,0.0,False
19,0-20,0,20,0.0,False
20,0-21,0,21,0.0,False
21,0-22,0,22,0.0,False
22,0-23,0,23,0.0,False
23,0-24,0,24,0.0,False
24,0-25,0,25,0.0,False
25,0-26,0,26,0.0,False
26,0-27,0,27,0.0,False
27,0-28,0,28,0.0,False
28,0-29,0,29,0.0,False
29,0-30,0,30,0.0,False
30,0-31,0,31,0.0,False
31,0-32,0,32,0.0,False
32,0-33,0,33,0.0,False
33,0-34,0,34,0.0,False
34,0-35,0,35,0.0,False
35,0-36,0,36,0.0,False
36,0-37,0,37,0.0,False
37,0-38,0,38,0.0,False
38,0-39,0,39,0.0,False
39,0-40,0,40,0.0,False
40,0-41,0,41,0.0,False
41,0-42,0,42,0.0,False
42,0-43,0,43,0.0,False
43,0-44,0,44,0.0,False
44,0-45,0,45,0.0,False
45,0-46,0,46,0.0,False
46,0-47,0,47,0.0,False
47,0-48,0,48,0.0,False
48,0-49,0,49,0.0,False
49,0-50,0,50,0.0,False
50,1-2,1,2,0.0,False
51,1-3,1,3,0.0,False
52,1-4,1,4,0.0,False
53,1-5,1,5,0.0,False
54,1-6,1,6,0.0,False
55,1-7,1,7,0.0,False
56,1-8,1,8,0.0,False
57,1-9,1,9,0.0,False
58,1-10,1,10,0.0,False
59,1-11,1,11,0.0,False
60,1-12,1,12,0.0,False
61,1-13,1,13,0.0,False
62,1-14,1,14,0.0,False
63,1-15,1,15,0.0,False
64,1-16,1,16,0.0,False
65,1-17,1,17,0.0,False
66,1-18,1,18,0.0040000000000000036,False
67,1-19,1,19,0.0,False
68,1-20,1,20,0.0,False
69,1-21,1,21,0.0,False
70,1-22,1,22,0.0,False
71,1-23,1,23,0.0,False
72,1-24,1,24,0.0,False
73,1-25,1,25,0.0,False
74,1-26,1,26,0.0,False
75,1-27,1,27,0.0,False
76,1-28,1,28,0.0,False
77,1-29,1,29,0.0,False
78,1-30,1,30,0.0,False
79,1-31,1,31,0.0,False
80,1-32,1,32,0.0,False
81,1-33,1,33,0.0,False
82,1-34,1,34,0.0,False
83,1-35,1,35,0.0,False
84,1-36,1,36,0.0,False
85,1-37,1,37,0.0,False
86,1-38,1,38,0.0,False
87,1-39,1,39,0.0,False
88,1-40,1,40,0.0,False
89,1-41,1,41,0.0,False
90,1-42,1,42,0.0,False
91,1-43,1,43,0.0,False
92,1-44,1,44,0.0,False
93,1-45,1,45,0.0,False
94,1-46,1,46,0.0,False
95,1-47,1,47,0.0,False
96,1-48,1,48,0.0,False
97,1-49,1,49,0.0,False
98,1-50,1,50,0.0,False
99,2-3,2,3,0.0020000000000000018,False
100,2-4,2,4,0.904,True
101,2-5,2,5,0.0040000000000000036,False
102,2-6,2,6,0.0,False
103,2-7,2,7,0.0,False
104,2-8,2,8,0.0,False
105,2-9,2,9,0.0,False
106,2-10,2,10,0.0,False
107,2-11,2,11,0.964,True
108,2-12,2,12,0.0,False
109,2-13,2,13,0.0,False
110,2-14,2,14,0.0,False
111,2-15,2,15,0.0,False
112,2-16,2,16,0.0,False
113,2-17,2,17,1.0,True
114,2-18,2,18,1.0,True
115,2-19,2,19,0.0,False
116,2-20,2,20,0.0,False
117,2-21,2,21,0.0,False
118,2-22,2,22,0.0020000000000000018,False
119,2-23,2,23,0.0,False
120,2-24,2,24,0.0,False
121,2-25,2,25,0.0020000000000000018,False
122,2-26,2,26,0.0,False
123,2-27,2,27,0.0,False
124,2-28,2,28,0.0,False
125,2-29,2,29,0.0,False
126,2-30,2,30,0.0,False
127,2-31,2,31,0.0,False
128,2-32,2,32,0.0,False
129,2-33,2,33,0.07399999999999995,False
130,2-34,2,34,0.0,False
131,2-35,2,35,0.0,False
132,2-36,2,36,0.0,False
133,2-37,2,37,0.0,False
134,2-38,2,38,0.0,False
135,2-39,2,39,0.708,True
136,2-40,2,40,0.20799999999999996,False
137,2-41,2,41,0.0,False
138,2-42,2,42,0.0,False
139,2-43,2,43,0.0,False
140,2-44,2,44,0.0,False
141,2-45,2,45,0.0,False
142,2-46,2,46,0.0,False
143,2-47,2,47,0.0,False
144,2-48,2,48,0.0,False
145,2-49,2,49,1.0,True
146,2-50,2,50,0.0,False
147,3-4,3,4,0.994,True
148,3-5,3,5,0.014000000000000012,False
149,3-6,3,6,0.0,False
150,3-7,3,7,0.0,False
151,3-8,3,8,0.0,False
152,3-9,3,9,0.0,False
153,3-10,3,10,0.0,False
154,3-11,3,11,0.996,True
155,3-12,3,12,0.0,False
156,3-13,3,13,0.0,False
157,3-14,3,14,0.0,False
158,3-15,3,15,0.0,False
159,3-16,3,16,0.0,False
160,3-17,3,17,1.0,True
161,3-18,3,18,1.0,True
162,3-19,3,19,0.0,False
163,3-20,3,20,0.0020000000000000018,False
164,3-21,3,21,0.0,False
165,3-22,3,22,0.03600000000000003,False
166,3-23,3,23,0.0,False
167,3-24,3,24,0.0,False
168,3-25,3,25,0.008000000000000007,False
169,3-26,3,26,0.0,False
170,3-27,3,27,0.0,False
171,3-28,3,28,0.0,False
172,3-29,3,29,0.0,False
173,3-30,3,30,0.0,False
174,3-31,3,31,0.0,False
175,3-32,3,32,0.0,False
176,3-33,3,33,0.238,False
177,3-34,3,34,0.010000000000000009,False
178,3-35,3,35,0.0,False
179,3-36,3,36,0.0,False
180,3-37,3,37,0.0,False
181,3-38,3,38,0.0,False
182,3-39,3,39,0.938,True
183,3-40,3,40,0.514,True
184,3-41,3,41,0.0020000000000000018,False
185,3-42,3,42,0.0,False
186,3-43,3,43,0.0,False
187,3-44,3,44,0.0,False
188,3-45,3,45,0.0,False
189,3-46,3,46,0.0,False
190,3-47,3,47,0.0,False
191,3-48,3,48,0.0,False
192,3-49,3,49,1.0,True
193,3-50,3,50,0.0,False
194,4-5,4,5,0.984,True
195,4-6,4,6,0.0,False
196,4-7,4,7,0.028000000000000025,False
197,4-8,4,8,0.0020000000000000018,False
198,4-9,4,9,0.0,False
199,4-10,4,10,0.0,False
200,4-11,4,11,1.0,True
201,4-12,4,12,0.0,False
202,4-13,4,13,0.0,False
203,4-14,4,14,0.0,False
204,4-15,4,15,0.20599999999999996,False
205,4-16,4,16,0.040000000000000036,False
206,4-17,4,17,1.0,True
207,4-18,4,18,1.0,True
208,4-19,4,19,0.0,False
209,4-20,4,20,0.89,True
210,4-21,4,21,0.0,False
211,4-22,4,22,1.0,True
212,4-23,4,23,0.242,False
213,4-24,4,24,0.0,False
214,4-25,4,25,0.968,True
215,4-26,4,26,0.14200000000000002,False
216,4-27,4,27,0.10999999999999999,False
217,4-28,4,28,0.0,False
218,4-29,4,29,0.0,False
219,4-30,4,30,0.782,True
220,4-31,4,31,0.0,False
221,4-32,4,32,0.0,False
222,4-33,4,33,1.0,True
223,4-34,4,34,0.944,True
224,4-35,4,35,0.652,True
225,4-36,4,36,0.0,False
226,4-37,4,37,0.0,False
227,4-38,4,38,0.0,False
228,4-39,4,39,1.0,True
229,4-40,4,40,1.0,True
230,4-41,4,41,0.904,True
231,4-42,4,42,0.0,False
232,4-43,4,43,0.0,False
233,4-44,4,44,0.04200000000000004,False
234,4-45,4,45,0.0,False
235,4-46,4,46,0.0,False
236,4-47,4,47,0.0,False
237,4-48,4,48,0.0,False
238,4-49,4,49,1.0,True
239,4-50,4,50,0.0020000000000000018,False
240,5-6,5,6,0.0,False
241,5-7,5,7,0.0,False
242,5-8,5,8,0.0,False
243,5-9,5,9,0.0,False
244,5-10,5,10,0.0,False
245,5-11,5,11,0.996,True
246,5-12,5,12,0.0,False
247,5-13,5,13,0.0,False
248,5-14,5,14,0.0,False
249,5-15,5,15,0.0,False
250,5-16,5,16,0.0,False
251,5-17,5,17,1.0,True
252,5-18,5,18,1.0,True
253,5-19,5,19,0.0,False
254,5-20,5,20,0.0,False
255,5-21,5,21,0.0,False
256,5-22,5,22,0.02400000000000002,False
257,5-23,5,23,0.0,False
258,5-24,5,24,0.0,False
259,5-25,5,25,0.0,False
260,5-26,5,26,0.0,False
261,5-27,5,27,0.0,False
262,5-28,5,28,0.0,False
263,5-29,5,29,0.0,False
264,5-30,5,30,0.0,False
265,5-31,5,31,0.0,False
266,5-32,5,32,0.0,False
267,5-33,5,33,0.18400000000000005,False
268,5-34,5,34,0.0020000000000000018,False
269,5-35,5,35,0.0,False
270,5-36,5,36,0.0,False
271,5-37,5,37,0.0,False
272,5-38,5,38,0.0,False
273,5-39,5,39,0.924,True
274,5-40,5,40,0.472,True
275,5-41,5,41,0.0020000000000000018,False
276,5-42,5,42,0.0,False
277,5-43,5,43,0.0,False
278,5-44,5,44,0.0,False
279,5-45,5,45,0.0,False
280,5-46,5,46,0.0,False
281,5-47,5,47,0.0,False
282,5-48,5,48,0.0,False
283,5-49,5,49,1.0,True
284,5-50,5,50,0.0,False
285,6-7,6,7,0.0,False
286,6-8,6,8,0.0,False
287,6-9,6,9,0.0,False
288,6-10,6,10,0.0,False
289,6-11,6,11,0.0020000000000000018,False
290,6-12,6,12,0.0,False
291,6-13,6,13,0.0,False
292,6-14,6,14,0.0,False
293,6-15,6,15,0.0,False
294,6-16,6,16,0.0,False
295,6-17,6,17,0.04600000000000004,False
296,6-18,6,18,0.902,True
297,6-19,6,19,0.0,False
298,6-20,6,20,0.11199999999999999,False
299,6-21,6,21,0.0,False
300,6-22,6,22,0.0,False
301,6-23,6,23,0.0,False
302,6-24,6,24,0.0,False
303,6-25,6,25,0.0,False
304,6-26,6,26,0.0,False
305,6-27,6,27,0.0,False
306,6-28,6,28,0.0,False
307,6-29,6,29,0.0,False
308,6-30,6,30,0.952,True
309,6-31,6,31,0.0,False
310,6-32,6,32,0.0,False
311,6-33,6,33,0.0,False
312,6-34,6,34,0.0,False
313,6-35,6,35,0.0,False
314,6-36,6,36,0.0,False
315,6-37,6,37,0.0,False
316,6-38,6,38,0.0,False
317,6-39,6,39,1.0,True
318,6-40,6,40,0.502,True
319,6-41,6,41,0.0,False
320,6-42,6,42,0.0,False
321,6-43,6,43,0.0,False
322,6-44,6,44,0.866,True
323,6-45,6,45,0.0,False
324,6-46,6,46,0.0,False
325,6-47,6,47,0.0,False
326,6-48,6,48,0.0,False
327,6-49,6,49,0.18600000000000005,False
328,6-50,6,50,0.0,False
329,7-8,7,8,0.0,False
330,7-9,7,9,0.0,False
331,7-10,7,10,0.0,False
332,7-11,7,11,0.06799999999999995,False
333,7-12,7,12,0.0,False
334,7-13,7,13,0.0,False
335,7-14,7,14,0.0,False
336,7-15,7,15,0.0,False
337,7-16,7,16,0.0,False
338,7-17,7,17,0.726,True
339,7-18,7,18,0.95,True
340,7-19,7,19,0.0,False
341,7-20,7,20,0.0,False
342,7-21,7,21,0.0,False
343,7-22,7,22,0.0,False
344,7-23,7,23,0.0,False
345,7-24,7,24,0.0,False
346,7-25,7,25,0.0,False
347,7-26,7,26,0.0,False
348,7-27,7,27,0.0,False
349,7-28,7,28,0.0,False
350,7-29,7,29,0.0,False
351,7-30,7,30,0.0,False
352,7-31,7,31,0.0,False
353,7-32,7,32,0.0,False
354,7-33,7,33,0.0,False
355,7-34,7,34,0.0,False
356,7-35,7,35,0.0,False
357,7-36,7,36,0.0,False
358,7-37,7,37,0.0,False
359,7-38,7,38,0.0,False
360,7-39,7,39,0.06000000000000005,False
361,7-40,7,40,0.0,False
362,7-41,7,41,0.0,False
363,7-42,7,42,0.0,False
364,7-43,7,43,0.0,False
365,7-44,7,44,0.0,False
366,7-45,7,45,0.0,False
367,7-46,7,46,0.0,False
368,7-47,7,47,0.0,False
369,7-48,7,48,0.0,False
370,7-49,7,49,0.72,True
371,7-50,7,50,0.0,False
372,8-9,8,9,0.0,False
373,8-10,8,10,0.0,False
374,8-11,8,11,0.04600000000000004,False
375,8-12,8,12,0.0,False
376,8-13,8,13,0.0,False
377,8-14,8,14,0.0,False
378,8-15,8,15,0.0,False
379,8-16,8,16,0.0,False
380,8-17,8,17,0.46799999999999997,True
381,8-18,8,18,0.9319999999999999,True
382,8-19,8,19,0.0,False
383,8-20,8,20,0.0020000000000000018,False
384,8-21,8,21,0.0,False
385,8-22,8,22,0.0,False
386,8-23,8,23,0.0,False
387,8-24,8,24,0.0,False
388,8-25,8,25,0.0,False
389,8-26,8,26,0.0,False
390,8-27,8,27,0.0,False
391,8-28,8,28,0.0,False
392,8-29,8,29,0.0,False
393,8-30,8,30,0.33599999999999997,True
394,8-31,8,31,0.0,False
395,8-32,8,32,0.0,False
396,8-33,8,33,0.0,False
397,8-34,8,34,0.0,False
398,8-35,8,35,0.0,False
399,8-36,8,36,0.0,False
400,8-37,8,37,0.0,False
401,8-38,8,38,0.0,False
402,8-39,8,39,0.982,True
403,8-40,8,40,0.11599999999999999,False
404,8-41,8,41,0.0,False
405,8-42,8,42,0.0,False
406,8-43,8,43,0.0,False
407,8-44,8,44,0.14200000000000002,False
408,8-45,8,45,0.0,False
409,8-46,8,46,0.0,False
410,8-47,8,47,0.0,False
411,8-48,8,48,0.0,False
412,8-49,8,49,0.542,True
413,8-50,8,50,0.0,False
414,9-10,9,10,0.0,False
415,9-11,9,11,0.0,False
416,9-12,9,12,0.0,False
417,9-13,9,13,0.0,False
418,9-14,9,14,0.0,False
419,9-15,9,15,0.0,False
420,9-16,9,16,0.0,False
421,9-17,9,17,0.0,False
422,9-18,9,18,0.0,False
423,9-19,9,19,0.0,False
424,9-20,9,20,0.0,False
425,9-21,9,21,0.0,False
426,9-22,9,22,0.0,False
427,9-23,9,23,0.0,False
428,9-24,9,24,0.0,False
429,9-25,9,25,0.0,False
430,9-26,9,26,0.0,False
431,9-27,9,27,0.0,False
432,9-28,9,28,0.0,False
433,9-29,9,29,0.0,False
434,9-30,9,30,0.0,False
435,9-31,9,31,0.0,False
436,9-32,9,32,0.0,False
437,9-33,9,33,0.0,False
438,9-34,9,34,0.0,False
439,9-35,9,35,0.0,False
440,9-36,9,36,0.0,False
441,9-37,9,37,0.0,False
442,9-38,9,38,0.0,False
443,9-39,9,39,0.0,False
444,9-40,9,40,0.0,False
445,9-41,9,41,0.0,False
446,9-42,9,42,0.0,False
447,9-43,9,43,0.0,False
448,9-44,9,44,0.0,False
449,9-45,9,45,0.0,False
450,9-46,9,46,0.0,False
451,9-47,9,47,0.0,False
452,9-48,9,48,0.0,False
453,9-49,9,49,0.0,False
454,9-50,9,50,0.0,False
455,10-11,10,11,0.0,False
456,10-12,10,12,0.0,False
457,10-13,10,13,0.0,False
458,10-14,10,14,0.0,False
459,10-15,10,15,0.0,False
460,10-16,10,16,0.0,False
461,10-17,10,17,0.03200000000000003,False
462,10-18,10,18,0.274,False
463,10-19,10,19,0.0,False
464,10-20,10,20,0.0,False
465,10-21,10,21,0.0,False
466,10-22,10,22,0.0,False
467,10-23,10,23,0.0,False
468,10-24,10,24,0.0,False
469,10-25,10,25,0.0,False
470,10-26,10,26,0.0,False
471,10-27,10,27,0.0,False
472,10-28,10,28,0.0,False
473,10-29,10,29,0.0,False
474,10-30,10,30,0.0,False
475,10-31,10,31,0.0,False
476,10-32,10,32,0.0,False
477,10-33,10,33,0.0,False
478,10-34,10,34,0.0,False
479,10-35,10,35,0.0,False
480,10-36,10,36,0.0,False
481,10-37,10,37,0.0,False
482,10-38,10,38,0.0,False
483,10-39,10,39,0.0,False
484,10-40,10,40,0.0,False
485,10-41,10,41,0.0,False
486,10-42,10,42,0.0,False
487,10-43,10,43,0.0,False
488,10-44,10,44,0.0,False
489,10-45,10,45,0.0,False
490,10-46,10,46,0.0,False
491,10-47,10,47,0.0,False
492,10-48,10,48,0.0,False
493,10-49,10,49,0.03200000000000003,False
494,10-50,10,50,0.0,False
495,11-12,11,12,0.0,False
496,11-13,11,13,0.0,False
497,11-14,11,14,0.0,False
498,11-15,11,15,0.32999999999999996,False
499,11-16,11,16,0.18600000000000005,False
500,11-17,11,17,1.0,True
501,11-18,11,18,1.0,True
